product_id,category,subcategory,brand,unit_size,unit_measure,mrp,supplier_id,shelf_life_days,import_flag
P00297,Footwear,Women's Footwear,Dmart Fashion,UK9,pcs,829.25,SUP091,0,Domestic
P00298,Personal Care,Skincare,L'Oreal,200ml,L,30.74,SUP081,831,Domestic
P00299,Grocery,Spices,Everest,5L,L,379.29,SUP094,246,Domestic
P00300,Electronics,Small Appliances,Eveready,Pack of 4,pcs,4349.03,SUP066,0,Domestic
P00301,Electronics,Batteries,Havells,Pack of 4,pcs,865.9,SUP025,0,Domestic
P00302,Personal Care,Oral Care,Colgate-Palmolive,50ml,L,155.3,SUP002,651,Domestic
P00303,FMCG,Packaged Food,Amul,100g,g,165.43,SUP014,181,Domestic
P00304,Electronics,Batteries,boAt,1 pc,pcs,519.45,SUP068,0,Domestic
P00305,Personal Care,Cosmetics,Dabur,200ml,L,532.92,SUP082,424,Domestic
P00306,Apparel,Kids Wear,Dmart Fashion,XL,pcs,1751.77,SUP036,0,Domestic
P00307,Apparel,Kids Wear,Dmart Fashion,L,pcs,615.58,SUP115,0,Domestic
P00308,Grocery,Rice,Fortune,10kg,g,603.56,SUP040,207,Domestic
P00309,Electronics,Batteries,Havells,Pack of 4,pcs,2017.25,SUP070,0,Domestic
P00310,Apparel,Women's Wear,Divena,L,pcs,1259.48,SUP058,0,Domestic
P00311,Personal Care,Oral Care,Colgate-Palmolive,50ml,L,214.07,SUP016,904,Domestic
P00312,Home & Kitchen,Appliances,Milton,Set of 6,pcs,203.05,SUP032,0,Domestic
P00313,Toys & Stationery,School Bags,Dmart Premia (Own Brand),Pack of 10,pcs,1288.97,SUP099,0,Domestic
P00314,FMCG,Confectionery,Haldiram's,6 pcs,pcs,132.16,SUP104,142,Domestic
P00315,Grocery,Spices,Everest,5L,L,364.25,SUP049,114,Domestic
P00316,Electronics,Lighting,boAt,Pack of 4,pcs,5260.28,SUP063,0,Domestic
P00317,Toys & Stationery,Pens & Pencils,Classmate,Pack of 10,pcs,92.74,SUP115,0,Domestic
P00318,Apparel,Men's Wear,Divena,L,pcs,870.7,SUP069,0,Domestic
P00319,Footwear,Men's Footwear,Relaxo,Free Size,pcs,1796.2,SUP021,0,Domestic
P00320,Home & Kitchen,Cookware,Cello,1 pc,pcs,2735.54,SUP003,0,Domestic
P00321,Apparel,Innerwear,PUP,M,pcs,1624.04,SUP071,0,Imported
P00322,Personal Care,Haircare,Colgate-Palmolive,50ml,L,116.39,SUP072,899,Domestic
P00323,Apparel,Men's Wear,Adore,Free Size,pcs,1918.98,SUP039,0,Domestic
P00324,Grocery,Edible Oil,Fortune,1L,L,772.31,SUP003,196,Domestic
P00325,FMCG,Bakery,ITC,500g,g,168.42,SUP060,26,Domestic
P00326,Footwear,Kids Footwear,Bata,UK6,pcs,236.43,SUP105,0,Domestic
P00327,Home & Kitchen,Cookware,Tupperware,Set of 3,pcs,3970.4,SUP073,0,Domestic
P00328,Grocery,Pulses,India Gate,500g,g,845.49,SUP015,288,Domestic
P00329,FMCG,Snacks,ITC,1L,L,28.63,SUP100,43,Domestic
P00330,Electronics,Lighting,Bajaj,1 pc,pcs,4252.01,SUP095,0,Domestic
P00331,Grocery,Rice,Fortune,5kg,g,134.18,SUP029,246,Domestic
P00332,Toys & Stationery,Notebooks,Dmart Premia (Own Brand),1 pc,pcs,253.25,SUP022,0,Domestic
P00333,Electronics,Lighting,Philips,Pack of 2,pcs,1470.59,SUP114,0,Domestic
P00334,FMCG,Packaged Food,PepsiCo,1kg,g,101.5,SUP045,230,Domestic
P00335,Personal Care,Bath & Body,L'Oreal,150g,g,316.13,SUP032,1073,Domestic
P00336,Toys & Stationery,Notebooks,Classmate,Pack of 10,pcs,973.36,SUP080,0,Domestic
P00337,Footwear,Men's Footwear,Ortho+Rest,UK6,pcs,1211.69,SUP042,0,Domestic
P00338,Personal Care,Bath & Body,L'Oreal,250g,g,281.5,SUP043,879,Domestic
P00339,Electronics,Mobile Accessories,Bajaj,1 pc,pcs,5770.17,SUP057,0,Domestic
P00340,Toys & Stationery,School Bags,Camlin,Pack of 10,pcs,573.63,SUP003,0,Imported
P00341,Footwear,Men's Footwear,Ortho+Rest,UK6,pcs,357.59,SUP105,0,Domestic
P00342,Electronics,Mobile Accessories,Eveready,Pack of 4,pcs,4352.57,SUP007,0,Domestic
P00343,Home & Kitchen,Cookware,Milton,Set of 3,pcs,2304.55,SUP022,0,Domestic
P00344,Toys & Stationery,Art Supplies,Funskool,Pack of 10,pcs,877.71,SUP045,0,Domestic
P00345,Apparel,Men's Wear,MinCloud,XL,pcs,599.97,SUP033,0,Domestic
P00346,Footwear,Women's Footwear,Bata,UK9,pcs,584.04,SUP045,0,Domestic
P00347,Home & Kitchen,Storage & Containers,Tupperware,1L,L,2450.66,SUP103,0,Domestic
P00348,Home & Kitchen,Utensils,Tupperware,1L,L,1411.02,SUP007,0,Domestic
P00349,FMCG,Snacks,Parle,6 pcs,pcs,289.58,SUP076,80,Domestic
P00350,Electronics,Lighting,Havells,Pack of 2,pcs,4967.15,SUP118,0,Domestic
P00351,Footwear,Women's Footwear,Fiesta,Free Size,pcs,272.36,SUP118,0,Domestic
P00352,Grocery,Tea & Coffee,Dmart Premia (Own Brand),1kg,g,152.96,SUP044,306,Domestic
P00353,Electronics,Batteries,Bajaj,Pack of 4,pcs,2810.33,SUP095,0,Imported
P00354,Footwear,Kids Footwear,Dmart Fashion,UK6,pcs,1323.62,SUP030,0,Domestic
P00355,Footwear,Men's Footwear,Relaxo,UK9,pcs,471.08,SUP104,0,Domestic
P00356,Footwear,Women's Footwear,Ortho+Rest,UK9,pcs,1772.55,SUP054,0,Domestic
P00357,FMCG,Beverages,Parle,6 pcs,pcs,339.37,SUP079,61,Domestic
P00358,Apparel,Innerwear,PUP,Free Size,pcs,710.1,SUP073,0,Imported
P00359,Toys & Stationery,Pens & Pencils,Funskool,Pack of 10,pcs,685.45,SUP087,0,Domestic
P00360,FMCG,Packaged Food,Dmart Premia (Own Brand),50g,g,40.86,SUP041,98,Domestic
P00361,Home & Kitchen,Storage & Containers,Prestige,1L,L,2134.17,SUP067,0,Domestic
P00362,Toys & Stationery,Notebooks,Funskool,Pack of 10,pcs,67.24,SUP044,0,Domestic
P00363,Grocery,Atta & Flour,MDH,5kg,g,558.38,SUP037,94,Domestic
P00364,Home & Kitchen,Storage & Containers,Prestige,Set of 6,pcs,4465.98,SUP057,0,Domestic
P00365,FMCG,Dairy,Haldiram's,50g,g,316.81,SUP045,249,Domestic
P00366,Toys & Stationery,Pens & Pencils,Hot Wheels,1 pc,pcs,52.9,SUP120,0,Domestic
P00367,Toys & Stationery,School Bags,Funskool,Pack of 10,pcs,626.36,SUP038,0,Domestic
P00368,Grocery,Pulses,MDH,1kg,g,548.67,SUP017,188,Domestic
P00369,Personal Care,Bath & Body,Colgate-Palmolive,50ml,L,473.17,SUP024,599,Domestic
P00370,Footwear,Women's Footwear,Ortho+Rest,UK7,pcs,1781.74,SUP099,0,Domestic
P00371,Toys & Stationery,Notebooks,Hot Wheels,Set of 5,pcs,474.84,SUP108,0,Domestic
P00372,Grocery,Tea & Coffee,Aashirvaad,500g,g,261.68,SUP004,115,Domestic
P00373,Apparel,Innerwear,Divena,Free Size,pcs,1150.79,SUP080,0,Domestic
P00374,Toys & Stationery,Notebooks,Classmate,1 pc,pcs,783.34,SUP015,0,Domestic
P00375,Home & Kitchen,Cookware,Bajaj,Set of 3,pcs,1481.77,SUP117,0,Domestic
P00376,Grocery,Pulses,Fortune,1L,L,665.35,SUP088,348,Domestic
P00377,Apparel,Kids Wear,Adore,Free Size,pcs,854.83,SUP002,0,Imported
P00378,Personal Care,Bath & Body,Dabur,200ml,L,317.72,SUP018,711,Domestic
P00379,Grocery,Atta & Flour,India Gate,5L,L,770.56,SUP030,260,Domestic
P00380,Toys & Stationery,Art Supplies,Dmart Premia (Own Brand),Pack of 10,pcs,1118.42,SUP042,0,Imported
P00381,Footwear,Men's Footwear,Fiesta,UK9,pcs,847.15,SUP005,0,Domestic
P00382,FMCG,Snacks,Coca-Cola,50g,g,239.05,SUP050,114,Domestic
P00383,Footwear,Men's Footwear,Bata,Free Size,pcs,925.04,SUP076,0,Domestic
P00384,Apparel,Kids Wear,Dmart Fashion,Free Size,pcs,570.42,SUP066,0,Domestic
P00385,FMCG,Confectionery,Coca-Cola,1kg,g,186.09,SUP027,66,Domestic
P00386,FMCG,Snacks,Nestle,500g,g,213.62,SUP088,96,Imported
P00387,Home & Kitchen,Cookware,Dmart Premia (Own Brand),500ml,L,572.3,SUP056,0,Domestic
P00388,Grocery,Pulses,Aashirvaad,1kg,g,783.27,SUP082,92,Domestic
P00389,Home & Kitchen,Cleaning Supplies,Milton,Set of 3,pcs,2793.26,SUP109,0,Domestic
P00390,Grocery,Spices,Tata,1kg,g,619.08,SUP032,137,Domestic
P00391,Grocery,Pulses,Dmart Premia (Own Brand),5L,L,454.2,SUP070,364,Domestic
P00392,Electronics,Mobile Accessories,Bajaj,Pack of 2,pcs,642.98,SUP052,0,Domestic
P00393,Footwear,Kids Footwear,Fiesta,UK9,pcs,2464.61,SUP094,0,Domestic
P00394,Apparel,Women's Wear,MinCloud,L,pcs,1007.52,SUP080,0,Domestic
P00395,Toys & Stationery,Pens & Pencils,Hot Wheels,1 pc,pcs,637.33,SUP048,0,Domestic
P00396,Apparel,Women's Wear,Adore,M,pcs,1072.2,SUP036,0,Domestic
P00397,Apparel,Nightwear,MinCloud,L,pcs,800.72,SUP094,0,Domestic
P00398,Electronics,Batteries,Syska,Pack of 4,pcs,1509.92,SUP050,0,Domestic
P00399,FMCG,Confectionery,Coca-Cola,500g,g,62.6,SUP014,118,Domestic
P00400,Electronics,Lighting,boAt,Pack of 4,pcs,5956.27,SUP087,0,Domestic
P00401,Grocery,Atta & Flour,Dmart Premia (Own Brand),5L,L,320.25,SUP046,180,Domestic
P00402,FMCG,Confectionery,PepsiCo,6 pcs,pcs,312.28,SUP032,270,Domestic
P00403,Home & Kitchen,Utensils,Prestige,500ml,L,2727.09,SUP096,0,Domestic
P00404,Electronics,Small Appliances,Havells,1 pc,pcs,2194.9,SUP014,0,Domestic
P00405,Electronics,Lighting,boAt,1 pc,pcs,2986.14,SUP036,0,Domestic
P00406,Electronics,Mobile Accessories,boAt,Pack of 2,pcs,3582.15,SUP114,0,Domestic
P00407,Personal Care,Haircare,Himalaya,50ml,L,188.13,SUP070,969,Domestic
P00408,Footwear,Kids Footwear,Relaxo,UK7,pcs,680.46,SUP100,0,Domestic
P00409,Grocery,Tea & Coffee,Fortune,5kg,g,404.0,SUP119,201,Domestic
P00410,Footwear,Kids Footwear,Fiesta,Free Size,pcs,545.83,SUP026,0,Domestic
P00411,Home & Kitchen,Appliances,Tupperware,Set of 6,pcs,3938.81,SUP109,0,Domestic
P00412,Footwear,Kids Footwear,Dmart Fashion,Free Size,pcs,1628.1,SUP003,0,Domestic
P00413,FMCG,Packaged Food,PepsiCo,100g,g,132.27,SUP067,14,Imported
P00414,Toys & Stationery,Notebooks,Dmart Premia (Own Brand),Set of 5,pcs,238.71,SUP058,0,Domestic
P00415,Grocery,Atta & Flour,MDH,5L,L,517.67,SUP049,354,Domestic
P00416,Toys & Stationery,Pens & Pencils,Classmate,Pack of 10,pcs,916.69,SUP027,0,Domestic
P00417,Grocery,Edible Oil,Tata,1L,L,842.62,SUP062,117,Domestic
P00418,FMCG,Beverages,PepsiCo,2L,L,105.5,SUP052,101,Domestic
P00419,FMCG,Packaged Food,ITC,250ml,L,371.94,SUP111,228,Domestic
P00420,Footwear,Kids Footwear,Fiesta,UK9,pcs,783.26,SUP068,0,Domestic
P00421,Electronics,Small Appliances,Havells,Pack of 4,pcs,5326.16,SUP114,0,Domestic
P00422,Electronics,Small Appliances,Bajaj,1 pc,pcs,1729.63,SUP089,0,Domestic
P00423,Personal Care,Bath & Body,Patanjali,150g,g,382.84,SUP063,705,Domestic
P00424,Apparel,Men's Wear,PUP,XL,pcs,1303.15,SUP118,0,Domestic
P00425,Home & Kitchen,Cookware,Pigeon,Set of 3,pcs,3744.24,SUP079,0,Domestic
P00426,Electronics,Lighting,Bajaj,Pack of 2,pcs,1905.67,SUP102,0,Domestic
P00427,FMCG,Bakery,PepsiCo,500g,g,255.8,SUP001,55,Domestic
P00428,Home & Kitchen,Storage & Containers,Tupperware,1L,L,199.09,SUP084,0,Domestic
P00429,Home & Kitchen,Cleaning Supplies,Pigeon,Set of 3,pcs,3298.02,SUP021,0,Domestic
P00430,Personal Care,Bath & Body,Patanjali,50ml,L,433.9,SUP089,838,Domestic
P00431,Personal Care,Skincare,Dabur,50ml,L,371.12,SUP005,825,Domestic
P00432,Personal Care,Haircare,Himalaya,150g,g,541.41,SUP025,961,Domestic
P00433,Toys & Stationery,School Bags,Classmate,1 pc,pcs,1258.63,SUP084,0,Domestic
P00434,Electronics,Small Appliances,Syska,Pack of 4,pcs,1088.33,SUP016,0,Domestic
P00435,Grocery,Tea & Coffee,India Gate,5kg,g,457.38,SUP005,205,Imported
P00436,Home & Kitchen,Appliances,Bajaj,1L,L,3697.95,SUP107,0,Domestic
P00437,Toys & Stationery,Toys,Camlin,Set of 5,pcs,1099.01,SUP016,0,Domestic
P00438,Grocery,Rice,Everest,1kg,g,521.58,SUP002,274,Domestic
P00439,Electronics,Batteries,Eveready,1 pc,pcs,3989.11,SUP080,0,Domestic
P00440,Footwear,Women's Footwear,Relaxo,UK9,pcs,1603.14,SUP086,0,Domestic
P00441,Grocery,Pulses,MDH,5L,L,327.76,SUP007,267,Domestic
P00442,Grocery,Edible Oil,Dmart Premia (Own Brand),5kg,g,518.11,SUP054,326,Domestic
P00443,Footwear,Women's Footwear,Bata,UK8,pcs,325.78,SUP118,0,Domestic
P00444,Personal Care,Oral Care,P&G,100ml,L,432.91,SUP094,1059,Domestic
P00445,Grocery,Pulses,Fortune,1L,L,755.46,SUP060,163,Domestic
P00446,Electronics,Lighting,Syska,Pack of 2,pcs,4641.96,SUP109,0,Domestic
P00447,Personal Care,Oral Care,L'Oreal,100ml,L,144.84,SUP022,742,Domestic
P00448,Toys & Stationery,Pens & Pencils,Hot Wheels,Set of 5,pcs,926.32,SUP036,0,Domestic
P00449,Grocery,Edible Oil,MDH,10kg,g,245.23,SUP042,193,Imported
P00450,Personal Care,Haircare,Himalaya,250g,g,475.48,SUP064,434,Domestic
P00451,Apparel,Women's Wear,Dmart Fashion,S,pcs,1234.57,SUP047,0,Imported
P00452,Toys & Stationery,Notebooks,Classmate,1 pc,pcs,212.7,SUP033,0,Imported
P00453,Grocery,Rice,Dmart Premia (Own Brand),1kg,g,570.16,SUP067,345,Domestic
P00454,Apparel,Innerwear,PUP,S,pcs,184.83,SUP110,0,Domestic
P00455,Personal Care,Haircare,Patanjali,200ml,L,534.44,SUP119,764,Domestic
P00456,Footwear,Kids Footwear,Dmart Fashion,UK8,pcs,2496.84,SUP043,0,Domestic
P00457,Apparel,Innerwear,PUP,M,pcs,1338.72,SUP017,0,Domestic
P00458,Toys & Stationery,Art Supplies,Dmart Premia (Own Brand),Set of 5,pcs,1230.52,SUP048,0,Domestic
P00459,Home & Kitchen,Cleaning Supplies,Pigeon,1 pc,pcs,806.64,SUP074,0,Domestic
P00460,FMCG,Packaged Food,Dmart Premia (Own Brand),1kg,g,279.43,SUP070,59,Domestic
P00461,Footwear,Men's Footwear,Fiesta,Free Size,pcs,1637.74,SUP070,0,Domestic
P00462,Footwear,Men's Footwear,Bata,UK9,pcs,367.46,SUP029,0,Domestic
P00463,Home & Kitchen,Cookware,Milton,1 pc,pcs,873.1,SUP097,0,Imported
P00464,Electronics,Batteries,Philips,Pack of 2,pcs,1864.66,SUP103,0,Domestic
P00465,Toys & Stationery,School Bags,Hot Wheels,Pack of 10,pcs,668.68,SUP004,0,Domestic
P00466,Toys & Stationery,Pens & Pencils,Classmate,Set of 5,pcs,116.79,SUP013,0,Domestic
P00467,Personal Care,Haircare,Dabur,50ml,L,674.56,SUP010,831,Domestic
P00468,Toys & Stationery,School Bags,Camlin,Set of 5,pcs,313.98,SUP103,0,Domestic
P00469,Grocery,Atta & Flour,Fortune,5L,L,859.92,SUP054,166,Domestic
P00470,FMCG,Bakery,Britannia,200g,g,273.04,SUP084,243,Domestic
P00471,Apparel,Men's Wear,PUP,Free Size,pcs,361.83,SUP004,0,Domestic
P00472,FMCG,Bakery,Parle,50g,g,151.71,SUP021,7,Domestic
P00473,Apparel,Kids Wear,MinCloud,XL,pcs,408.32,SUP082,0,Domestic
P00474,Home & Kitchen,Appliances,Tupperware,500ml,L,2549.05,SUP081,0,Domestic
P00475,Electronics,Mobile Accessories,Bajaj,1 pc,pcs,765.45,SUP076,0,Domestic
P00476,Home & Kitchen,Cleaning Supplies,Milton,500ml,L,328.7,SUP073,0,Domestic
P00477,Grocery,Atta & Flour,MDH,5kg,g,94.02,SUP027,122,Domestic
P00478,FMCG,Confectionery,Amul,250ml,L,325.78,SUP002,223,Domestic
P00479,Personal Care,Skincare,Dabur,250g,g,117.47,SUP055,929,Domestic
P00480,FMCG,Snacks,Dmart Premia (Own Brand),200g,g,202.39,SUP028,173,Domestic
P00481,Grocery,Spices,Tata,1L,L,500.62,SUP091,289,Domestic
P00482,Grocery,Rice,MDH,5L,L,189.0,SUP053,197,Imported
P00483,Apparel,Men's Wear,Divena,L,pcs,826.85,SUP118,0,Imported
P00484,Grocery,Spices,Dmart Premia (Own Brand),10kg,g,233.94,SUP007,169,Domestic
P00485,Grocery,Atta & Flour,MDH,500g,g,547.93,SUP087,343,Domestic
P00486,Footwear,Kids Footwear,Fiesta,Free Size,pcs,1908.3,SUP018,0,Domestic
P00487,Footwear,Kids Footwear,Fiesta,UK6,pcs,2382.31,SUP044,0,Domestic
P00488,Toys & Stationery,Art Supplies,Hot Wheels,Pack of 10,pcs,308.32,SUP040,0,Domestic
P00489,Footwear,Men's Footwear,Ortho+Rest,Free Size,pcs,2058.98,SUP069,0,Domestic
P00490,Electronics,Mobile Accessories,Eveready,Pack of 4,pcs,917.89,SUP120,0,Domestic
P00491,FMCG,Confectionery,PepsiCo,1L,L,177.17,SUP029,135,Domestic
P00492,Grocery,Atta & Flour,India Gate,500g,g,726.83,SUP061,323,Domestic
P00493,Footwear,Men's Footwear,Dmart Fashion,UK8,pcs,1177.95,SUP099,0,Domestic
P00494,Footwear,Kids Footwear,Bata,UK7,pcs,1029.25,SUP071,0,Domestic
P00495,Personal Care,Oral Care,L'Oreal,150g,g,524.98,SUP115,420,Imported
P00496,Toys & Stationery,Notebooks,Dmart Premia (Own Brand),Pack of 10,pcs,369.48,SUP105,0,Imported
P00497,Apparel,Nightwear,Divena,L,pcs,892.84,SUP020,0,Domestic
P00498,Apparel,Women's Wear,MinCloud,L,pcs,900.15,SUP049,0,Domestic
P00499,Personal Care,Skincare,Patanjali,250g,g,220.69,SUP017,804,Domestic
P00500,Home & Kitchen,Utensils,Tupperware,1L,L,518.44,SUP007,0,Domestic
P00501,Home & Kitchen,Cookware,Milton,Set of 6,pcs,354.43,SUP089,0,Domestic
P00502,Personal Care,Haircare,L'Oreal,150g,g,311.71,SUP019,414,Domestic
P00503,Personal Care,Skincare,Himalaya,50ml,L,685.08,SUP034,369,Domestic
P00504,Personal Care,Skincare,P&G,200ml,L,648.8,SUP095,875,Domestic
P00505,Apparel,Nightwear,Divena,L,pcs,1739.07,SUP082,0,Domestic
P00506,FMCG,Bakery,ITC,200g,g,43.63,SUP011,73,Domestic
P00507,FMCG,Snacks,Coca-Cola,2L,L,197.99,SUP037,267,Domestic
P00508,Apparel,Nightwear,PUP,S,pcs,612.8,SUP029,0,Domestic
P00509,Footwear,Kids Footwear,Relaxo,UK7,pcs,1065.54,SUP048,0,Imported
P00510,Grocery,Atta & Flour,Aashirvaad,10kg,g,51.11,SUP041,252,Domestic
P00511,Apparel,Women's Wear,MinCloud,M,pcs,858.93,SUP062,0,Domestic
P00512,Toys & Stationery,Art Supplies,Hot Wheels,Pack of 10,pcs,1031.86,SUP119,0,Domestic
P00513,Toys & Stationery,Pens & Pencils,Dmart Premia (Own Brand),Set of 5,pcs,1243.16,SUP016,0,Domestic
P00514,Home & Kitchen,Storage & Containers,Tupperware,1 pc,pcs,2757.1,SUP118,0,Domestic
P00515,Footwear,Men's Footwear,Bata,Free Size,pcs,761.78,SUP010,0,Domestic
P00516,Home & Kitchen,Cookware,Prestige,500ml,L,1383.84,SUP008,0,Domestic
P00517,Apparel,Nightwear,Adore,Free Size,pcs,1431.87,SUP079,0,Domestic
P00518,Electronics,Mobile Accessories,Syska,Pack of 4,pcs,4342.74,SUP055,0,Domestic
P00519,Electronics,Small Appliances,Bajaj,Pack of 2,pcs,3961.06,SUP015,0,Domestic
P00520,Personal Care,Cosmetics,P&G,50ml,L,373.82,SUP080,635,Domestic
P00521,FMCG,Bakery,Britannia,500ml,L,93.64,SUP046,163,Domestic
P00522,Footwear,Kids Footwear,Relaxo,UK7,pcs,476.92,SUP102,0,Domestic
P00523,FMCG,Bakery,Parle,200g,g,16.88,SUP114,165,Domestic
P00524,FMCG,Beverages,Nestle,500g,g,246.94,SUP007,15,Domestic
P00525,Footwear,Men's Footwear,Fiesta,UK6,pcs,1786.66,SUP105,0,Domestic
P00526,FMCG,Dairy,Amul,1L,L,131.25,SUP046,118,Domestic
P00527,Footwear,Men's Footwear,Fiesta,Free Size,pcs,600.31,SUP094,0,Domestic
P00528,FMCG,Bakery,Nestle,50g,g,329.71,SUP085,239,Domestic
P00529,Apparel,Innerwear,Divena,S,pcs,234.87,SUP047,0,Domestic
P00530,Home & Kitchen,Cleaning Supplies,Tupperware,Set of 6,pcs,2366.25,SUP024,0,Domestic
P00531,Grocery,Spices,MDH,5L,L,769.11,SUP070,285,Domestic
P00532,Grocery,Pulses,India Gate,500g,g,869.65,SUP098,323,Domestic
P00533,Grocery,Tea & Coffee,Fortune,5L,L,212.76,SUP119,265,Domestic
P00534,Electronics,Mobile Accessories,Philips,Pack of 2,pcs,264.04,SUP046,0,Domestic
P00535,Home & Kitchen,Appliances,Pigeon,Set of 3,pcs,795.67,SUP064,0,Domestic
P00536,FMCG,Confectionery,Haldiram's,200g,g,212.22,SUP013,166,Domestic
P00537,Grocery,Edible Oil,India Gate,1kg,g,835.5,SUP113,106,Domestic
P00538,Home & Kitchen,Cleaning Supplies,Prestige,Set of 3,pcs,830.31,SUP095,0,Imported
P00539,Electronics,Small Appliances,boAt,Pack of 4,pcs,3955.99,SUP086,0,Domestic
P00540,Grocery,Pulses,Tata,500g,g,779.9,SUP034,317,Domestic
P00541,Personal Care,Cosmetics,Colgate-Palmolive,200ml,L,461.35,SUP043,454,Domestic
P00542,Grocery,Edible Oil,Dmart Premia (Own Brand),1kg,g,703.17,SUP003,295,Domestic
P00543,Toys & Stationery,Toys,Funskool,Pack of 10,pcs,23.64,SUP061,0,Domestic
P00544,Personal Care,Oral Care,Patanjali,250g,g,467.47,SUP096,1066,Domestic
P00545,Personal Care,Cosmetics,HUL,100ml,L,161.42,SUP086,799,Domestic
P00546,Apparel,Kids Wear,Dmart Fashion,XL,pcs,1161.74,SUP061,0,Domestic
P00547,Personal Care,Cosmetics,Patanjali,100ml,L,452.95,SUP028,443,Domestic
P00548,Personal Care,Cosmetics,P&G,150g,g,405.88,SUP043,587,Domestic
P00549,FMCG,Packaged Food,Dmart Premia (Own Brand),1kg,g,218.29,SUP087,57,Domestic
P00550,FMCG,Snacks,Britannia,100g,g,269.16,SUP026,263,Domestic
P00551,Electronics,Mobile Accessories,Syska,Pack of 4,pcs,4099.47,SUP010,0,Domestic
P00552,FMCG,Beverages,Amul,2L,L,123.64,SUP035,37,Domestic
P00553,Footwear,Kids Footwear,Fiesta,UK9,pcs,2276.24,SUP071,0,Domestic
P00554,Electronics,Mobile Accessories,Syska,Pack of 2,pcs,259.95,SUP038,0,Domestic
P00555,Footwear,Men's Footwear,Ortho+Rest,UK9,pcs,1461.4,SUP070,0,Domestic
P00556,Toys & Stationery,Notebooks,Dmart Premia (Own Brand),Pack of 10,pcs,886.96,SUP059,0,Domestic
P00557,Grocery,Spices,Fortune,500g,g,418.33,SUP041,123,Domestic
P00558,Electronics,Mobile Accessories,Syska,1 pc,pcs,5859.11,SUP068,0,Domestic
P00559,FMCG,Snacks,Nestle,500ml,L,80.06,SUP105,168,Domestic
P00560,Footwear,Kids Footwear,Ortho+Rest,Free Size,pcs,973.41,SUP119,0,Domestic
P00561,Toys & Stationery,Toys,Funskool,Pack of 10,pcs,1093.35,SUP095,0,Domestic
P00562,Grocery,Pulses,Fortune,1L,L,887.86,SUP119,93,Domestic
P00563,Apparel,Innerwear,PUP,XL,pcs,1655.35,SUP100,0,Domestic
P00564,Apparel,Women's Wear,Adore,M,pcs,790.39,SUP059,0,Domestic
P00565,Grocery,Pulses,Tata,5L,L,299.13,SUP020,212,Domestic
P00566,Personal Care,Haircare,Dabur,50ml,L,505.09,SUP057,891,Domestic
P00567,FMCG,Packaged Food,Amul,500g,g,164.36,SUP034,44,Imported
P00568,Grocery,Edible Oil,Tata,5kg,g,472.99,SUP012,289,Domestic
P00569,Grocery,Pulses,Dmart Premia (Own Brand),5L,L,582.53,SUP059,118,Domestic
P00570,Personal Care,Oral Care,L'Oreal,200ml,L,217.21,SUP008,489,Domestic
P00571,Toys & Stationery,Pens & Pencils,Camlin,1 pc,pcs,1203.22,SUP016,0,Domestic
P00572,Electronics,Batteries,Havells,Pack of 2,pcs,3481.33,SUP106,0,Domestic
P00573,Footwear,Kids Footwear,Ortho+Rest,UK9,pcs,2365.35,SUP120,0,Domestic
P00574,Toys & Stationery,Art Supplies,Hot Wheels,Set of 5,pcs,701.26,SUP025,0,Domestic
P00575,Home & Kitchen,Storage & Containers,Pigeon,Set of 3,pcs,1560.75,SUP080,0,Domestic
P00576,Footwear,Women's Footwear,Fiesta,UK8,pcs,2411.91,SUP059,0,Domestic
P00577,FMCG,Bakery,Britannia,500g,g,170.93,SUP054,187,Domestic
P00578,Grocery,Edible Oil,Aashirvaad,5L,L,670.38,SUP096,196,Imported
P00579,Toys & Stationery,Toys,Funskool,Pack of 10,pcs,100.66,SUP098,0,Domestic
P00580,Footwear,Kids Footwear,Ortho+Rest,UK7,pcs,2407.23,SUP036,0,Domestic
P00581,FMCG,Bakery,ITC,250ml,L,131.4,SUP064,246,Domestic
P00582,Grocery,Spices,Everest,1kg,g,182.26,SUP074,243,Domestic
P00583,Footwear,Women's Footwear,Bata,Free Size,pcs,503.28,SUP028,0,Imported
P00584,Grocery,Edible Oil,India Gate,1L,L,636.36,SUP100,335,Domestic
P00585,Grocery,Pulses,MDH,1L,L,119.95,SUP018,137,Domestic
P00586,FMCG,Confectionery,Amul,500ml,L,24.12,SUP117,234,Domestic
P00587,Home & Kitchen,Storage & Containers,Bajaj,1L,L,3492.32,SUP111,0,Imported
P00588,Electronics,Batteries,Syska,1 pc,pcs,1993.94,SUP035,0,Imported
P00589,Home & Kitchen,Utensils,Milton,Set of 3,pcs,1741.75,SUP098,0,Domestic
P00590,Personal Care,Oral Care,Patanjali,150g,g,319.34,SUP016,372,Imported
P00591,Apparel,Women's Wear,Divena,L,pcs,285.74,SUP038,0,Domestic
P00592,Personal Care,Skincare,HUL,50ml,L,135.37,SUP037,533,Domestic
P00593,FMCG,Confectionery,Coca-Cola,100g,g,159.43,SUP106,245,Domestic
P00594,Home & Kitchen,Cleaning Supplies,Pigeon,1L,L,2550.19,SUP038,0,Domestic
P00595,Footwear,Women's Footwear,Relaxo,UK9,pcs,305.48,SUP044,0,Domestic
P00596,Home & Kitchen,Utensils,Pigeon,Set of 3,pcs,705.33,SUP025,0,Domestic
