store_id,store_name,city,district,state,opening_date,store_type,area_sqft,manager_id,latitude,longitude
ST00187,Dmart Parbhani - Mini-mart 187,Parbhani,Parbhani,Maharashtra,2023-12-05,Mini-mart,10735,MGR0239,19.297432,76.688412
ST00188,Dmart Wardha - Mini-mart 188,Wardha,Wardha,Maharashtra,2022-07-27,Mini-mart,6935,MGR0002,20.671467,78.631067
ST00189,Dmart Raigad - Hypermarket 189,Raigad,Raigad,Maharashtra,2007-11-07,Hypermarket,44693,MGR0199,18.510321,73.103076
ST00190,Dmart Panvel - Mini-mart 190,Panvel,Raigad,Maharashtra,2023-05-23,Mini-mart,13925,MGR0226,18.952655,73.063194
ST00191,Dmart Latur - Mini-mart 191,Latur,Latur,Maharashtra,2009-12-03,Mini-mart,7933,MGR0385,18.465703,76.510417
ST00192,Dmart Raigad - Express 192,Raigad,Raigad,Maharashtra,2007-02-11,Express,2810,MGR0324,18.512882,73.192503
ST00193,Dmart Ratnagiri - Mini-mart 193,Ratnagiri,Ratnagiri,Maharashtra,2022-05-04,Mini-mart,14190,MGR0167,16.933344,73.34716
ST00194,Dmart Aurangabad (Chh. Sambhajinagar) - Mini-mart 194,Aurangabad (Chh. Sambhajinagar),Aurangabad,Maharashtra,2018-11-02,Mini-mart,12354,MGR0010,19.879473,75.337488
ST00195,Dmart Latur - Hypermarket 195,Latur,Latur,Maharashtra,2007-05-22,Hypermarket,49154,MGR0247,18.335215,76.554276
ST00196,Dmart Palghar - Hypermarket 196,Palghar,Palghar,Maharashtra,2015-03-14,Hypermarket,43278,MGR0138,19.63239,72.836971
ST00197,Dmart Nashik - Express 197,Nashik,Nashik,Maharashtra,2009-01-16,Express,4910,MGR0261,20.056925,73.811278
ST00198,Dmart Sangli - Mini-mart 198,Sangli,Sangli,Maharashtra,2008-07-10,Mini-mart,9279,MGR0397,16.925793,74.507964
ST00199,Dmart Nashik - Mini-mart 199,Nashik,Nashik,Maharashtra,2012-01-09,Mini-mart,10698,MGR0374,20.051496,73.728601
ST00200,Dmart Amravati - Express 200,Amravati,Amravati,Maharashtra,2018-07-02,Express,2045,MGR0366,20.948192,77.763157
ST00201,Dmart Beed - Hypermarket 201,Beed,Beed,Maharashtra,2010-04-22,Hypermarket,40575,MGR0076,18.954868,75.8344
ST00202,Dmart Nashik - Express 202,Nashik,Nashik,Maharashtra,2015-10-04,Express,3977,MGR0390,20.052245,73.860741
ST00203,Dmart Ratnagiri - Express 203,Ratnagiri,Ratnagiri,Maharashtra,2012-07-27,Express,3409,MGR0359,17.069889,73.332774
ST00204,Dmart Parbhani - Mini-mart 204,Parbhani,Parbhani,Maharashtra,2010-05-06,Mini-mart,13762,MGR0157,19.204761,76.69239
ST00205,Dmart Panvel - Mini-mart 205,Panvel,Raigad,Maharashtra,2020-08-03,Mini-mart,7742,MGR0015,18.934604,73.070431
ST00206,Dmart Amravati - Hypermarket 206,Amravati,Amravati,Maharashtra,2017-12-24,Hypermarket,59150,MGR0390,20.895218,77.707459
ST00207,Dmart Sangli - Hypermarket 207,Sangli,Sangli,Maharashtra,2007-07-10,Hypermarket,30376,MGR0365,16.858355,74.601658
ST00208,Dmart Beed - Express 208,Beed,Beed,Maharashtra,2017-11-17,Express,3662,MGR0379,18.964764,75.694593
ST00209,Dmart Ahmednagar - Mini-mart 209,Ahmednagar,Ahmednagar,Maharashtra,2021-05-09,Mini-mart,11588,MGR0308,19.101676,74.698849
ST00210,Dmart Satara - Mini-mart 210,Satara,Satara,Maharashtra,2008-06-22,Mini-mart,7567,MGR0092,17.716005,73.96532
ST00211,Dmart Yavatmal - Hypermarket 211,Yavatmal,Yavatmal,Maharashtra,2016-06-15,Hypermarket,57783,MGR0208,20.390111,78.110267
ST00212,Dmart Solapur - Mini-mart 212,Solapur,Solapur,Maharashtra,2022-06-27,Mini-mart,10613,MGR0027,17.674773,75.862875
ST00213,Dmart Osmanabad - Hypermarket 213,Osmanabad,Osmanabad,Maharashtra,2005-06-14,Hypermarket,47316,MGR0358,18.18209,75.971553
ST00214,Dmart Beed - Mini-mart 214,Beed,Beed,Maharashtra,2022-06-13,Mini-mart,12728,MGR0255,19.046097,75.78107
ST00215,Dmart Amravati - Mini-mart 215,Amravati,Amravati,Maharashtra,2022-12-20,Mini-mart,13002,MGR0148,20.925413,77.82954
ST00216,Dmart Sangli - Express 216,Sangli,Sangli,Maharashtra,2015-03-17,Express,3108,MGR0298,16.793385,74.533273
ST00217,Dmart Sangli - Express 217,Sangli,Sangli,Maharashtra,2018-04-16,Express,4631,MGR0045,16.925367,74.526208
ST00218,Dmart Amravati - Mini-mart 218,Amravati,Amravati,Maharashtra,2008-11-20,Mini-mart,8952,MGR0304,20.970705,77.727629
ST00219,Dmart Parbhani - Mini-mart 219,Parbhani,Parbhani,Maharashtra,2012-04-07,Mini-mart,13219,MGR0124,19.210764,76.768038
ST00220,Dmart Nanded - Hypermarket 220,Nanded,Nanded,Maharashtra,2009-10-16,Hypermarket,49675,MGR0299,19.188712,77.312719
ST00221,Dmart Dhule - Hypermarket 221,Dhule,Dhule,Maharashtra,2008-03-07,Hypermarket,53719,MGR0187,20.88693,74.733448
ST00222,Dmart Raigad - Mini-mart 222,Raigad,Raigad,Maharashtra,2011-02-01,Mini-mart,7651,MGR0176,18.484274,73.161284
ST00223,Dmart Jalna - Express 223,Jalna,Jalna,Maharashtra,2011-06-17,Express,4755,MGR0257,19.899748,75.966213
ST00224,Dmart Ahmednagar - Express 224,Ahmednagar,Ahmednagar,Maharashtra,2014-10-10,Express,4680,MGR0184,19.028185,74.672129
ST00225,Dmart Panvel - Mini-mart 225,Panvel,Raigad,Maharashtra,2013-07-21,Mini-mart,10427,MGR0221,19.043258,73.054885
ST00226,Dmart Yavatmal - Express 226,Yavatmal,Yavatmal,Maharashtra,2019-12-19,Express,4467,MGR0349,20.451184,78.090696
ST00227,Dmart Pimpri-Chinchwad - Mini-mart 227,Pimpri-Chinchwad,Pune,Maharashtra,2016-12-12,Mini-mart,13399,MGR0138,18.63892,73.767108
ST00228,Dmart Nashik - Hypermarket 228,Nashik,Nashik,Maharashtra,2016-12-21,Hypermarket,30942,MGR0161,20.050959,73.818813
ST00229,Dmart Wardha - Hypermarket 229,Wardha,Wardha,Maharashtra,2023-04-25,Hypermarket,31717,MGR0365,20.687709,78.630633
ST00230,Dmart Bhandara - Hypermarket 230,Bhandara,Bhandara,Maharashtra,2011-12-16,Hypermarket,53506,MGR0106,21.155593,79.641302
ST00231,Dmart Yavatmal - Express 231,Yavatmal,Yavatmal,Maharashtra,2015-05-20,Express,4201,MGR0334,20.342892,78.041089
ST00232,Dmart Panvel - Express 232,Panvel,Raigad,Maharashtra,2008-03-25,Express,1635,MGR0208,19.038991,73.051747
ST00233,Dmart Pimpri-Chinchwad - Express 233,Pimpri-Chinchwad,Pune,Maharashtra,2009-03-05,Express,2800,MGR0079,18.615408,73.796407
ST00234,Dmart Osmanabad - Mini-mart 234,Osmanabad,Osmanabad,Maharashtra,2007-12-05,Mini-mart,12647,MGR0165,18.170537,76.109636
ST00235,Dmart Navi Mumbai - Express 235,Navi Mumbai,Thane,Maharashtra,2023-02-12,Express,4141,MGR0187,18.98509,72.97936
ST00236,Dmart Akola - Mini-mart 236,Akola,Akola,Maharashtra,2009-11-15,Mini-mart,7730,MGR0321,20.662765,76.972062
ST00237,Dmart Pune - Hypermarket 237,Pune,Pune,Maharashtra,2014-05-26,Hypermarket,33915,MGR0090,18.575867,73.840571
ST00238,Dmart Solapur - Hypermarket 238,Solapur,Solapur,Maharashtra,2013-10-05,Hypermarket,26229,MGR0085,17.726683,75.96256
ST00239,Dmart Aurangabad (Chh. Sambhajinagar) - Hypermarket 239,Aurangabad (Chh. Sambhajinagar),Aurangabad,Maharashtra,2021-11-15,Hypermarket,54693,MGR0123,19.895227,75.384895
ST00240,Dmart Satara - Express 240,Satara,Satara,Maharashtra,2007-09-27,Express,4784,MGR0177,17.740769,74.022693
ST00241,Dmart Bhandara - Express 241,Bhandara,Bhandara,Maharashtra,2016-04-12,Express,4122,MGR0048,21.124934,79.65256
ST00242,Dmart Wardha - Mini-mart 242,Wardha,Wardha,Maharashtra,2020-10-26,Mini-mart,13719,MGR0365,20.704776,78.640044
ST00243,Dmart Amravati - Mini-mart 243,Amravati,Amravati,Maharashtra,2011-10-13,Mini-mart,13170,MGR0384,20.972894,77.846458
ST00244,Dmart Nagpur - Mini-mart 244,Nagpur,Nagpur,Maharashtra,2017-06-02,Mini-mart,9199,MGR0394,21.080809,79.07418
ST00245,Dmart Satara - Mini-mart 245,Satara,Satara,Maharashtra,2016-05-17,Mini-mart,10649,MGR0392,17.741865,73.986511
ST00246,Dmart Aurangabad (Chh. Sambhajinagar) - Mini-mart 246,Aurangabad (Chh. Sambhajinagar),Aurangabad,Maharashtra,2010-08-26,Mini-mart,8118,MGR0332,19.800112,75.298525
ST00247,Dmart Raigad - Mini-mart 247,Raigad,Raigad,Maharashtra,2014-01-13,Mini-mart,11448,MGR0139,18.574216,73.107143
ST00248,Dmart Nanded - Express 248,Nanded,Nanded,Maharashtra,2011-09-15,Express,1678,MGR0103,19.196957,77.360371
ST00249,Dmart Osmanabad - Hypermarket 249,Osmanabad,Osmanabad,Maharashtra,2012-10-22,Hypermarket,55999,MGR0099,18.142919,75.966249
ST00250,Dmart Kolhapur - Express 250,Kolhapur,Kolhapur,Maharashtra,2012-09-26,Express,3724,MGR0213,16.701181,74.235225
ST00251,Dmart Thane - Hypermarket 251,Thane,Thane,Maharashtra,2020-10-02,Hypermarket,47415,MGR0140,19.230877,72.920664
ST00252,Dmart Solapur - Express 252,Solapur,Solapur,Maharashtra,2020-04-23,Express,4726,MGR0068,17.613784,75.8408
ST00253,Dmart Nagpur - Hypermarket 253,Nagpur,Nagpur,Maharashtra,2006-01-01,Hypermarket,29203,MGR0053,21.198161,79.101038
ST00254,Dmart Navi Mumbai - Mini-mart 254,Navi Mumbai,Thane,Maharashtra,2010-08-12,Mini-mart,9683,MGR0209,19.06704,73.021283
ST00255,Dmart Yavatmal - Mini-mart 255,Yavatmal,Yavatmal,Maharashtra,2012-10-22,Mini-mart,6614,MGR0105,20.333365,78.079816
ST00256,Dmart Beed - Mini-mart 256,Beed,Beed,Maharashtra,2017-11-24,Mini-mart,14576,MGR0032,19.031504,75.729326
ST00257,Dmart Parbhani - Mini-mart 257,Parbhani,Parbhani,Maharashtra,2007-04-27,Mini-mart,11854,MGR0227,19.236773,76.768686
ST00258,Dmart Amravati - Mini-mart 258,Amravati,Amravati,Maharashtra,2022-02-09,Mini-mart,7396,MGR0277,20.96536,77.808814
ST00259,Dmart Satara - Mini-mart 259,Satara,Satara,Maharashtra,2013-02-27,Mini-mart,6463,MGR0089,17.671054,74.057165
ST00260,Dmart Parbhani - Express 260,Parbhani,Parbhani,Maharashtra,2005-10-26,Express,3410,MGR0189,19.270271,76.779155
ST00261,Dmart Osmanabad - Mini-mart 261,Osmanabad,Osmanabad,Maharashtra,2017-08-27,Mini-mart,14630,MGR0295,18.117496,76.04441
ST00262,Dmart Wardha - Express 262,Wardha,Wardha,Maharashtra,2015-06-27,Express,3227,MGR0384,20.737392,78.551142
ST00263,Dmart Latur - Hypermarket 263,Latur,Latur,Maharashtra,2017-06-10,Hypermarket,32592,MGR0307,18.446155,76.485544
ST00264,Dmart Nashik - Hypermarket 264,Nashik,Nashik,Maharashtra,2023-03-11,Hypermarket,44949,MGR0251,19.969698,73.81245
ST00265,Dmart Amravati - Express 265,Amravati,Amravati,Maharashtra,2009-11-26,Express,2307,MGR0200,20.978375,77.835557
ST00266,Dmart Sangli - Hypermarket 266,Sangli,Sangli,Maharashtra,2011-04-19,Hypermarket,59959,MGR0105,16.865591,74.660464
ST00267,Dmart Mumbai - Mini-mart 267,Mumbai,Mumbai City,Maharashtra,2018-11-11,Mini-mart,9068,MGR0373,19.028618,72.882267
ST00268,Dmart Wardha - Mini-mart 268,Wardha,Wardha,Maharashtra,2009-12-13,Mini-mart,14448,MGR0394,20.810277,78.649952
ST00269,Dmart Palghar - Mini-mart 269,Palghar,Palghar,Maharashtra,2006-07-05,Mini-mart,11732,MGR0202,19.718767,72.750732
ST00270,Dmart Wardha - Mini-mart 270,Wardha,Wardha,Maharashtra,2015-02-12,Mini-mart,9816,MGR0076,20.801383,78.593605
ST00271,Dmart Thane - Express 271,Thane,Thane,Maharashtra,2008-01-27,Express,3438,MGR0127,19.16662,73.00304
ST00272,Dmart Jalna - Hypermarket 272,Jalna,Jalna,Maharashtra,2022-07-22,Hypermarket,34626,MGR0009,19.896807,75.831264
ST00273,Dmart Jalgaon - Mini-mart 273,Jalgaon,Jalgaon,Maharashtra,2012-01-13,Mini-mart,12073,MGR0321,21.070588,75.484363
ST00274,Dmart Chandrapur - Express 274,Chandrapur,Chandrapur,Maharashtra,2017-02-25,Express,3423,MGR0081,19.987098,79.332071
ST00275,Dmart Nashik - Express 275,Nashik,Nashik,Maharashtra,2015-04-25,Express,3229,MGR0191,19.975047,73.745707
ST00276,Dmart Osmanabad - Mini-mart 276,Osmanabad,Osmanabad,Maharashtra,2011-01-09,Mini-mart,10338,MGR0176,18.209042,76.059565
ST00277,Dmart Ratnagiri - Express 277,Ratnagiri,Ratnagiri,Maharashtra,2005-02-24,Express,3990,MGR0190,17.010945,73.259291
ST00278,Dmart Nagpur - Hypermarket 278,Nagpur,Nagpur,Maharashtra,2008-05-03,Hypermarket,26489,MGR0071,21.197706,79.15631
ST00279,Dmart Latur - Express 279,Latur,Latur,Maharashtra,2010-12-14,Express,1562,MGR0380,18.330728,76.602483
ST00280,Dmart Yavatmal - Express 280,Yavatmal,Yavatmal,Maharashtra,2008-07-22,Express,4897,MGR0032,20.444766,78.138613
ST00281,Dmart Palghar - Mini-mart 281,Palghar,Palghar,Maharashtra,2014-02-18,Mini-mart,11743,MGR0296,19.628903,72.802165
ST00282,Dmart Nagpur - Mini-mart 282,Nagpur,Nagpur,Maharashtra,2015-04-26,Mini-mart,12504,MGR0387,21.1831,79.067238
ST00283,Dmart Bhandara - Hypermarket 283,Bhandara,Bhandara,Maharashtra,2016-12-15,Hypermarket,31118,MGR0293,21.121239,79.70963
ST00284,Dmart Wardha - Express 284,Wardha,Wardha,Maharashtra,2016-08-13,Express,2345,MGR0370,20.706563,78.633068
ST00285,Dmart Ratnagiri - Hypermarket 285,Ratnagiri,Ratnagiri,Maharashtra,2017-09-24,Hypermarket,59555,MGR0136,16.925799,73.296049
ST00286,Dmart Parbhani - Mini-mart 286,Parbhani,Parbhani,Maharashtra,2005-11-20,Mini-mart,10603,MGR0208,19.325237,76.751422
ST00287,Dmart Beed - Mini-mart 287,Beed,Beed,Maharashtra,2011-11-19,Mini-mart,7707,MGR0196,18.931762,75.70453
ST00288,Dmart Nagpur - Hypermarket 288,Nagpur,Nagpur,Maharashtra,2013-02-06,Hypermarket,49063,MGR0176,21.132097,79.0917
ST00289,Dmart Solapur - Hypermarket 289,Solapur,Solapur,Maharashtra,2010-05-09,Hypermarket,34787,MGR0260,17.597287,75.828604
ST00290,Dmart Dhule - Mini-mart 290,Dhule,Dhule,Maharashtra,2019-10-01,Mini-mart,8913,MGR0151,20.909071,74.789862
ST00291,Dmart Pimpri-Chinchwad - Mini-mart 291,Pimpri-Chinchwad,Pune,Maharashtra,2021-06-20,Mini-mart,12808,MGR0041,18.675051,73.870485
ST00292,Dmart Kolhapur - Mini-mart 292,Kolhapur,Kolhapur,Maharashtra,2022-04-21,Mini-mart,8224,MGR0315,16.726177,74.311966
ST00293,Dmart Bhandara - Hypermarket 293,Bhandara,Bhandara,Maharashtra,2023-07-15,Hypermarket,59335,MGR0059,21.140606,79.730124
ST00294,Dmart Nashik - Mini-mart 294,Nashik,Nashik,Maharashtra,2014-04-01,Mini-mart,6926,MGR0192,20.073987,73.78578
ST00295,Dmart Mumbai - Hypermarket 295,Mumbai,Mumbai City,Maharashtra,2023-04-22,Hypermarket,29582,MGR0202,19.010512,72.865485
ST00296,Dmart Mumbai - Mini-mart 296,Mumbai,Mumbai City,Maharashtra,2023-04-24,Mini-mart,14882,MGR0202,19.133525,72.86942
ST00297,Dmart Pimpri-Chinchwad - Express 297,Pimpri-Chinchwad,Pune,Maharashtra,2011-07-25,Express,2864,MGR0390,18.579637,73.767924
ST00298,Dmart Nashik - Mini-mart 298,Nashik,Nashik,Maharashtra,2018-09-13,Mini-mart,11067,MGR0073,20.02547,73.751956
ST00299,Dmart Jalgaon - Mini-mart 299,Jalgaon,Jalgaon,Maharashtra,2013-06-18,Mini-mart,8731,MGR0145,21.06412,75.574112
ST00300,Dmart Solapur - Express 300,Solapur,Solapur,Maharashtra,2019-01-16,Express,2699,MGR0198,17.59973,75.864555
ST00301,Dmart Wardha - Hypermarket 301,Wardha,Wardha,Maharashtra,2022-12-07,Hypermarket,51148,MGR0243,20.778957,78.636374
ST00302,Dmart Wardha - Mini-mart 302,Wardha,Wardha,Maharashtra,2007-07-23,Mini-mart,10740,MGR0213,20.693766,78.620298
ST00303,Dmart Sangli - Express 303,Sangli,Sangli,Maharashtra,2009-01-26,Express,2426,MGR0044,16.81084,74.545325
ST00304,Dmart Nanded - Mini-mart 304,Nanded,Nanded,Maharashtra,2022-05-12,Mini-mart,8456,MGR0154,19.112541,77.293468
ST00305,Dmart Kolhapur - Hypermarket 305,Kolhapur,Kolhapur,Maharashtra,2010-10-17,Hypermarket,28140,MGR0396,16.773564,74.243975
ST00306,Dmart Beed - Mini-mart 306,Beed,Beed,Maharashtra,2006-10-20,Mini-mart,6299,MGR0337,19.052381,75.749596
ST00307,Dmart Pune - Express 307,Pune,Pune,Maharashtra,2006-12-14,Express,2579,MGR0038,18.599483,73.899915
ST00308,Dmart Thane - Mini-mart 308,Thane,Thane,Maharashtra,2017-10-20,Mini-mart,7200,MGR0319,19.234686,73.035198
ST00309,Dmart Sangli - Mini-mart 309,Sangli,Sangli,Maharashtra,2021-01-18,Mini-mart,14809,MGR0179,16.814834,74.564338
ST00310,Dmart Buldhana - Express 310,Buldhana,Buldhana,Maharashtra,2021-11-25,Express,2446,MGR0170,20.501649,76.181302
ST00311,Dmart Thane - Mini-mart 311,Thane,Thane,Maharashtra,2005-02-21,Mini-mart,9370,MGR0141,19.228826,72.964245
ST00312,Dmart Ahmednagar - Mini-mart 312,Ahmednagar,Ahmednagar,Maharashtra,2005-10-14,Mini-mart,12025,MGR0387,19.149302,74.692337
ST00313,Dmart Raigad - Hypermarket 313,Raigad,Raigad,Maharashtra,2010-08-09,Hypermarket,43426,MGR0106,18.584536,73.12063
ST00314,Dmart Sangli - Express 314,Sangli,Sangli,Maharashtra,2011-08-05,Express,1705,MGR0326,16.783204,74.583459
ST00315,Dmart Amravati - Mini-mart 315,Amravati,Amravati,Maharashtra,2012-12-08,Mini-mart,9411,MGR0357,20.887156,77.751323
ST00316,Dmart Pune - Express 316,Pune,Pune,Maharashtra,2013-02-20,Express,3049,MGR0042,18.600362,73.849556
ST00317,Dmart Kolhapur - Mini-mart 317,Kolhapur,Kolhapur,Maharashtra,2022-02-25,Mini-mart,12937,MGR0046,16.773741,74.314899
ST00318,Dmart Sangli - Mini-mart 318,Sangli,Sangli,Maharashtra,2019-05-09,Mini-mart,12145,MGR0076,16.91614,74.542029
ST00319,Dmart Ahmednagar - Hypermarket 319,Ahmednagar,Ahmednagar,Maharashtra,2007-08-03,Hypermarket,49684,MGR0136,19.120074,74.684643
ST00320,Dmart Beed - Express 320,Beed,Beed,Maharashtra,2014-02-23,Express,4566,MGR0128,18.968035,75.766048
ST00321,Dmart Dhule - Hypermarket 321,Dhule,Dhule,Maharashtra,2015-04-18,Hypermarket,35390,MGR0154,20.855714,74.736803
ST00322,Dmart Amravati - Mini-mart 322,Amravati,Amravati,Maharashtra,2018-07-27,Mini-mart,8200,MGR0308,20.918019,77.793603
ST00323,Dmart Solapur - Mini-mart 323,Solapur,Solapur,Maharashtra,2022-10-10,Mini-mart,7106,MGR0024,17.648556,75.938131
ST00324,Dmart Chandrapur - Mini-mart 324,Chandrapur,Chandrapur,Maharashtra,2013-07-01,Mini-mart,6169,MGR0051,20.001743,79.297328
ST00325,Dmart Navi Mumbai - Express 325,Navi Mumbai,Thane,Maharashtra,2022-08-13,Express,3701,MGR0302,19.087793,73.088749
ST00326,Dmart Thane - Mini-mart 326,Thane,Thane,Maharashtra,2007-11-21,Mini-mart,12380,MGR0259,19.205536,72.928197
ST00327,Dmart Jalna - Express 327,Jalna,Jalna,Maharashtra,2018-02-14,Express,2215,MGR0355,19.883274,75.838367
ST00328,Dmart Solapur - Express 328,Solapur,Solapur,Maharashtra,2016-08-06,Express,3978,MGR0123,17.62776,75.832724
ST00329,Dmart Navi Mumbai - Hypermarket 329,Navi Mumbai,Thane,Maharashtra,2023-09-27,Hypermarket,50496,MGR0379,19.07404,73.025162
ST00330,Dmart Aurangabad (Chh. Sambhajinagar) - Mini-mart 330,Aurangabad (Chh. Sambhajinagar),Aurangabad,Maharashtra,2019-07-16,Mini-mart,6831,MGR0173,19.891907,75.406999
ST00331,Dmart Satara - Hypermarket 331,Satara,Satara,Maharashtra,2005-03-21,Hypermarket,59825,MGR0141,17.646496,73.966226
ST00332,Dmart Pune - Mini-mart 332,Pune,Pune,Maharashtra,2021-01-26,Mini-mart,11539,MGR0027,18.504924,73.789544
ST00333,Dmart Amravati - Express 333,Amravati,Amravati,Maharashtra,2007-03-04,Express,2231,MGR0229,20.93708,77.79247
ST00334,Dmart Pimpri-Chinchwad - Express 334,Pimpri-Chinchwad,Pune,Maharashtra,2018-06-03,Express,1985,MGR0276,18.688718,73.778831
ST00335,Dmart Chandrapur - Hypermarket 335,Chandrapur,Chandrapur,Maharashtra,2018-01-14,Hypermarket,44871,MGR0291,19.92759,79.331899
ST00336,Dmart Mumbai - Express 336,Mumbai,Mumbai City,Maharashtra,2006-02-09,Express,4424,MGR0010,19.005006,72.934281
ST00337,Dmart Osmanabad - Mini-mart 337,Osmanabad,Osmanabad,Maharashtra,2010-10-24,Mini-mart,12911,MGR0196,18.186106,76.120155
ST00338,Dmart Akola - Express 338,Akola,Akola,Maharashtra,2010-06-03,Express,1681,MGR0354,20.726634,77.037834
ST00339,Dmart Parbhani - Mini-mart 339,Parbhani,Parbhani,Maharashtra,2011-07-08,Mini-mart,6551,MGR0185,19.242704,76.728877
ST00340,Dmart Parbhani - Mini-mart 340,Parbhani,Parbhani,Maharashtra,2020-11-06,Mini-mart,6366,MGR0241,19.211806,76.791017
ST00341,Dmart Palghar - Hypermarket 341,Palghar,Palghar,Maharashtra,2015-01-04,Hypermarket,54668,MGR0019,19.73886,72.84335
ST00342,Dmart Solapur - Express 342,Solapur,Solapur,Maharashtra,2021-08-10,Express,1751,MGR0302,17.637373,75.82815
ST00343,Dmart Amravati - Express 343,Amravati,Amravati,Maharashtra,2012-03-14,Express,2401,MGR0050,20.946241,77.795031
ST00344,Dmart Aurangabad (Chh. Sambhajinagar) - Express 344,Aurangabad (Chh. Sambhajinagar),Aurangabad,Maharashtra,2012-10-06,Express,4623,MGR0099,19.88514,75.310886
ST00345,Dmart Buldhana - Express 345,Buldhana,Buldhana,Maharashtra,2022-12-14,Express,3886,MGR0167,20.53519,76.178838
ST00346,Dmart Sangli - Hypermarket 346,Sangli,Sangli,Maharashtra,2007-01-23,Hypermarket,28755,MGR0372,16.792215,74.533177
ST00347,Dmart Parbhani - Hypermarket 347,Parbhani,Parbhani,Maharashtra,2022-09-03,Hypermarket,51786,MGR0028,19.301096,76.781061
ST00348,Dmart Solapur - Express 348,Solapur,Solapur,Maharashtra,2021-08-13,Express,4014,MGR0129,17.691464,75.979515
ST00349,Dmart Thane - Mini-mart 349,Thane,Thane,Maharashtra,2017-10-11,Mini-mart,9713,MGR0399,19.163962,72.930485
ST00350,Dmart Yavatmal - Mini-mart 350,Yavatmal,Yavatmal,Maharashtra,2006-01-14,Mini-mart,13543,MGR0162,20.402077,78.134031
ST00351,Dmart Sangli - Express 351,Sangli,Sangli,Maharashtra,2010-10-22,Express,3745,MGR0250,16.858401,74.598491
ST00352,Dmart Parbhani - Mini-mart 352,Parbhani,Parbhani,Maharashtra,2023-11-15,Mini-mart,13598,MGR0271,19.204865,76.774764
ST00353,Dmart Nagpur - Express 353,Nagpur,Nagpur,Maharashtra,2012-08-26,Express,4396,MGR0236,21.119975,79.0796
ST00354,Dmart Nanded - Express 354,Nanded,Nanded,Maharashtra,2010-05-09,Express,3319,MGR0021,19.081181,77.271884
ST00355,Dmart Nagpur - Express 355,Nagpur,Nagpur,Maharashtra,2023-03-26,Express,3268,MGR0043,21.119929,79.138717
ST00356,Dmart Buldhana - Express 356,Buldhana,Buldhana,Maharashtra,2015-02-25,Express,4309,MGR0243,20.602655,76.165242
ST00357,Dmart Nashik - Express 357,Nashik,Nashik,Maharashtra,2017-07-27,Express,4592,MGR0221,19.951379,73.840912
ST00358,Dmart Wardha - Hypermarket 358,Wardha,Wardha,Maharashtra,2019-12-14,Hypermarket,42451,MGR0331,20.709652,78.530732
ST00359,Dmart Satara - Express 359,Satara,Satara,Maharashtra,2019-08-24,Express,3363,MGR0185,17.667662,73.957412
ST00360,Dmart Solapur - Hypermarket 360,Solapur,Solapur,Maharashtra,2011-02-01,Hypermarket,28386,MGR0091,17.667678,75.860821
ST00361,Dmart Sangli - Mini-mart 361,Sangli,Sangli,Maharashtra,2019-08-08,Mini-mart,13273,MGR0364,16.796559,74.647649
ST00362,Dmart Thane - Express 362,Thane,Thane,Maharashtra,2015-08-17,Express,3709,MGR0256,19.248779,72.900737
ST00363,Dmart Thane - Mini-mart 363,Thane,Thane,Maharashtra,2007-05-09,Mini-mart,7571,MGR0005,19.219858,72.97925
ST00364,Dmart Mumbai - Mini-mart 364,Mumbai,Mumbai City,Maharashtra,2007-07-24,Mini-mart,13473,MGR0150,19.151189,72.825368
ST00365,Dmart Satara - Mini-mart 365,Satara,Satara,Maharashtra,2009-06-03,Mini-mart,10951,MGR0257,17.7525,73.983935
ST00366,Dmart Chandrapur - Hypermarket 366,Chandrapur,Chandrapur,Maharashtra,2009-06-24,Hypermarket,49247,MGR0013,19.980327,79.32463
ST00367,Dmart Pune - Mini-mart 367,Pune,Pune,Maharashtra,2011-05-13,Mini-mart,12091,MGR0017,18.456392,73.881499
ST00368,Dmart Navi Mumbai - Hypermarket 368,Navi Mumbai,Thane,Maharashtra,2017-10-13,Hypermarket,59844,MGR0330,19.040233,73.048887
ST00369,Dmart Solapur - Express 369,Solapur,Solapur,Maharashtra,2007-12-11,Express,1928,MGR0011,17.713692,75.838678
ST00370,Dmart Osmanabad - Hypermarket 370,Osmanabad,Osmanabad,Maharashtra,2021-05-06,Hypermarket,31811,MGR0067,18.178174,76.026279
ST00371,Dmart Buldhana - Express 371,Buldhana,Buldhana,Maharashtra,2021-02-23,Express,3783,MGR0118,20.595331,76.115098
ST00372,Dmart Sangli - Express 372,Sangli,Sangli,Maharashtra,2013-05-23,Express,4827,MGR0267,16.845479,74.622054
ST00373,Dmart Ahmednagar - Hypermarket 373,Ahmednagar,Ahmednagar,Maharashtra,2020-03-22,Hypermarket,26105,MGR0266,19.071396,74.811463
ST00374,Dmart Raigad - Mini-mart 374,Raigad,Raigad,Maharashtra,2006-04-04,Mini-mart,8803,MGR0198,18.467397,73.239942
ST00375,Dmart Chandrapur - Express 375,Chandrapur,Chandrapur,Maharashtra,2022-12-10,Express,4571,MGR0092,20.030592,79.307494
ST00376,Dmart Pimpri-Chinchwad - Mini-mart 376,Pimpri-Chinchwad,Pune,Maharashtra,2006-04-19,Mini-mart,9109,MGR0097,18.562988,73.79915
ST00377,Dmart Nanded - Mini-mart 377,Nanded,Nanded,Maharashtra,2008-06-07,Mini-mart,12290,MGR0186,19.091784,77.37267
