invoice_id,store_id,product_id,date,quantity,price,discount,payment_mode,customer_id,sales_channel,cashier_id,invoice_amount,gst_amount,return_flag
INV0004734,ST00439,P00697,2022-08-18,4,482.83,196.43,Cash,C013448,Kiosk,EMP01742,2047.17,312.28,False
INV0004735,ST00049,P00369,2022-08-15,6,449.53,269.07,Cash,C001079,In-store,EMP00523,2549.52,121.41,False
INV0004736,ST00734,P00473,2022-03-23,4,395.2,31.04,Cash,C028831,Online,EMP01424,1627.25,77.49,False
INV0004737,ST00288,P00712,2022-04-21,1,3205.3,225.62,Cash,C021534,In-store,EMP02674,3337.24,357.56,False
INV0004738,ST00970,P00318,2024-11-06,5,868.52,488.51,UPI,,Online,EMP00798,4046.79,192.7,False
INV0004739,ST00686,P00807,2022-01-30,5,310.21,147.26,Card,C019184,In-store,EMP00076,1572.24,168.45,False
INV0004740,ST00515,P00007,2024-10-07,5,1597.23,296.15,Card,,In-store,EMP02254,8612.8,922.8,False
INV0004741,ST00196,P00803,2024-02-24,5,2328.95,437.37,Cash,,In-store,EMP02543,12552.27,1344.89,False
INV0004742,ST00105,P00022,2023-09-03,5,1470.82,337.06,Wallet,C017769,Kiosk,EMP02758,8280.11,1263.07,False
INV0004743,ST00707,P00180,2022-06-05,7,1667.37,2049.78,UPI,C004218,Online,EMP02771,10102.9,481.09,False
INV0004744,ST00805,P01070,2024-08-29,-2,379.63,36.35,UPI,,Online,EMP00249,-759.06,36.15,True
INV0004745,ST00280,P00913,2024-06-13,2,872.81,202.21,UPI,C000144,Online,EMP01640,1620.58,77.17,False
INV0004746,ST00012,P00820,2024-12-03,5,860.68,298.69,Cash,C019323,In-store,EMP00561,4725.56,720.85,False
INV0004747,ST00336,P01022,2022-10-18,5,2292.59,116.1,Cash,C011289,In-store,EMP00485,12708.47,1361.62,False
INV0004748,ST00803,P00760,2022-07-10,2,1858.51,895.86,Wallet,C018664,In-store,EMP02615,2962.22,141.06,False
INV0004749,ST00610,P00117,2023-06-22,6,253.58,8.78,UPI,,Kiosk,EMP00020,1784.99,272.29,False
INV0004750,ST00090,P00929,2022-08-28,6,732.23,146.69,Card,C004479,In-store,EMP00479,4459.02,212.33,False
INV0004751,ST00121,P00260,2022-05-06,4,1158.85,57.21,Wallet,C036578,Online,EMP00648,5402.26,824.07,False
INV0004752,ST00112,P00668,2023-08-09,1,3920.14,25.25,UPI,,Kiosk,EMP01833,4595.97,701.08,False
INV0004753,ST00796,P00982,2022-03-23,4,940.43,325.0,UPI,C008549,In-store,EMP00699,3608.56,171.84,False
INV0004754,ST00821,P00735,2024-02-11,3,478.81,97.02,UPI,,In-store,EMP01031,1500.14,160.73,False
INV0004755,ST00429,P00042,2022-06-28,1,490.28,47.24,Wallet,C021961,In-store,EMP00722,522.79,79.75,False
INV0004756,ST00724,P00870,2024-06-08,5,329.9,110.95,Card,C021611,In-store,EMP00283,1615.48,76.93,False
INV0004757,ST00022,P00881,2024-03-26,3,732.6,136.03,Cash,C013925,In-store,EMP02934,2164.86,103.09,False
INV0004758,ST00590,P00138,2023-06-24,2,60.62,10.4,UPI,C025162,In-store,EMP00921,124.14,13.3,False
INV0004759,ST00286,P01037,2024-04-20,6,65.52,1.08,Card,,In-store,EMP00463,411.64,19.6,False
INV0004760,ST00862,P00207,2022-01-26,4,1186.07,244.52,Cash,C031560,In-store,EMP02325,4724.75,224.99,False
INV0004761,ST00514,P00059,2024-12-20,7,317.8,166.3,Card,,Online,EMP01551,2305.3,247.0,False
INV0004762,ST00894,P00612,2022-03-20,2,32.31,6.09,Wallet,,In-store,EMP02532,61.46,2.93,False
INV0004763,ST00592,P00745,2024-04-12,1,281.03,13.23,Cash,,Online,EMP00956,299.94,32.14,False
INV0004764,ST00481,P00107,2024-07-06,7,1397.29,1077.67,Cash,C008269,In-store,EMP02415,9747.76,1044.4,False
INV0004765,ST00995,P00171,2023-10-04,1,123.61,14.14,Wallet,C033484,Online,EMP00945,129.17,19.7,False
INV0004766,ST01047,P00726,2023-09-10,3,769.93,96.93,Card,C007040,In-store,EMP00595,2323.5,110.64,False
INV0004767,ST00479,P00091,2022-12-06,6,4070.27,1790.99,Wallet,,In-store,EMP00428,25346.31,2715.68,False
INV0004768,ST00376,P00916,2022-02-28,2,74.67,16.92,UPI,C014676,In-store,EMP00442,156.26,23.84,False
INV0004769,ST00679,P00300,2023-11-24,2,4329.46,86.5,UPI,C013463,In-store,EMP02740,9601.11,1028.69,False
INV0004770,ST00181,P00922,2024-02-01,-5,577.5,285.25,Cash,C000243,In-store,EMP02590,-2732.36,130.11,True
INV0004771,ST00406,P00816,2023-04-13,5,2033.12,562.73,Wallet,C008811,In-store,EMP00564,10083.01,480.14,False
INV0004772,ST00889,P00356,2023-11-22,5,1740.87,865.45,Cash,C012869,In-store,EMP02815,8779.57,940.67,False
INV0004773,ST00942,P00879,2023-01-07,7,4484.85,2268.9,UPI,C002349,In-store,EMP02850,30581.3,1456.25,False
INV0004774,ST00437,P00223,2023-04-12,1,1950.69,4.8,UPI,C021541,In-store,EMP02974,2179.4,233.51,False
INV0004775,ST00410,P00531,2022-12-14,2,765.29,180.01,Card,,Online,EMP00273,1418.1,67.53,False
INV0004776,ST00919,P01055,2024-07-30,2,1355.29,268.61,Card,C027544,In-store,EMP02096,2564.07,122.1,False
INV0004777,ST00213,P00979,2024-03-02,4,5235.32,1978.77,Card,,In-store,EMP01765,19910.64,948.13,False
INV0004778,ST00065,P01004,2022-11-18,6,1133.65,513.83,UPI,C008981,In-store,EMP02354,7042.64,754.57,False
INV0004779,ST00077,P00165,2023-09-21,2,2606.28,601.97,UPI,C037120,In-store,EMP01849,4841.12,230.53,False
INV0004780,ST00117,P00345,2024-04-09,1,580.38,17.56,Card,,In-store,EMP00206,664.13,101.31,False
INV0004781,ST00924,P00084,2022-04-10,6,186.63,245.88,Card,C000026,In-store,EMP01752,978.77,104.87,False
INV0004782,ST00043,P00984,2022-12-28,7,452.1,326.3,Card,C022283,Online,EMP00606,2980.32,141.92,False
INV0004783,ST00350,P00864,2023-06-29,7,533.92,290.4,Card,,In-store,EMP00866,3619.39,172.35,False
INV0004784,ST00633,P00970,2023-09-03,6,451.1,364.05,UPI,C017787,In-store,EMP01561,2459.68,117.13,False
INV0004785,ST00640,P00127,2022-09-02,4,457.34,33.45,UPI,,In-store,EMP01211,2119.17,323.26,False
INV0004786,ST00874,P00372,2024-12-27,1,252.74,29.48,Cash,C024727,In-store,EMP02788,234.42,11.16,False
INV0004787,ST01031,P00788,2022-08-05,2,4160.37,880.41,Cash,C000672,Online,EMP01953,7812.35,372.02,False
INV0004788,ST00423,P00400,2023-11-03,4,5752.04,2576.49,UPI,C003721,In-store,EMP02779,22883.47,2451.8,False
INV0004789,ST00245,P00323,2022-09-23,5,1885.02,1020.87,Card,C036913,In-store,EMP00077,9412.74,1008.51,False
INV0004790,ST00096,P01026,2023-09-09,1,56.55,3.74,UPI,C005962,In-store,EMP02361,55.45,2.64,False
INV0004791,ST00936,P00589,2024-05-15,7,1705.67,143.05,UPI,C032860,In-store,EMP01716,12386.47,589.83,False
INV0004792,ST00393,P00817,2023-09-18,1,1411.72,88.33,Wallet,C028537,Online,EMP00627,1389.56,66.17,False
INV0004793,ST00944,P00849,2023-03-08,7,65.25,24.92,Cash,,In-store,EMP02601,453.42,21.59,False
INV0004794,ST00366,P00680,2024-02-02,7,1712.76,203.97,UPI,C002362,In-store,EMP00028,13199.59,1414.24,False
INV0004795,ST00794,P00814,2023-11-24,1,807.98,39.61,UPI,,In-store,EMP02617,860.57,92.2,False
INV0004796,ST00676,P01049,2024-05-29,6,452.18,9.51,UPI,,In-store,EMP02022,3190.21,486.64,False
INV0004797,ST00750,P00550,2023-09-25,7,265.12,86.5,UPI,C014097,Kiosk,EMP01378,1857.81,88.47,False
INV0004798,ST00685,P00952,2024-05-21,1,2727.1,283.7,UPI,,In-store,EMP01982,2883.21,439.81,False
INV0004799,ST00323,P00074,2023-09-29,4,2616.91,1133.29,UPI,C017507,In-store,EMP00032,10454.47,1120.12,False
INV0004800,ST00109,P00083,2024-04-17,7,2576.92,738.21,Cash,,In-store,EMP02757,19376.26,2076.03,False
INV0004801,ST00012,P00432,2022-04-19,2,532.13,23.69,Cash,C036208,In-store,EMP01393,1165.44,124.87,False
INV0004802,ST00442,P00549,2023-01-06,4,212.71,51.58,UPI,C018027,In-store,EMP00960,895.17,95.91,False
INV0004803,ST00937,P00363,2022-05-15,6,530.88,194.95,Card,,In-store,EMP01398,3528.59,538.26,False
INV0004804,ST00675,P00986,2022-09-22,5,436.39,191.84,UPI,C023799,In-store,EMP01261,2089.62,99.51,False
INV0004805,ST00708,P00025,2022-11-17,3,11.35,0.76,UPI,C015701,In-store,EMP02723,39.28,5.99,False
INV0004806,ST00272,P00123,2023-03-18,6,1509.03,731.99,UPI,C026841,Online,EMP01242,8738.3,416.11,False
INV0004807,ST00511,P00692,2023-02-12,2,1023.5,11.96,UPI,C010423,In-store,EMP01334,2279.24,244.2,False
INV0004808,ST00428,P00080,2023-07-24,4,861.39,179.72,Card,,Online,EMP00630,3429.13,163.29,False
INV0004809,ST00144,P00216,2023-11-21,5,344.02,168.36,UPI,C026700,In-store,EMP00891,1629.33,77.59,False
INV0004810,ST00645,P00945,2024-06-09,7,367.16,335.4,UPI,C009243,In-store,EMP00700,2346.46,111.74,False
INV0004811,ST00382,P00898,2024-01-07,5,1833.68,205.47,Card,C037483,In-store,EMP00541,10038.48,1075.55,False
INV0004812,ST00424,P00856,2023-07-29,-7,1026.14,173.35,Card,C032781,Online,EMP00343,-7850.79,841.16,True
INV0004813,ST00627,P00379,2022-02-20,1,741.62,170.48,UPI,C013965,In-store,EMP02528,639.68,68.54,False
INV0004814,ST00033,P00184,2023-02-07,6,313.42,54.8,Card,C005528,In-store,EMP01811,2154.35,328.63,False
INV0004815,ST00984,P00350,2023-07-15,7,4934.39,3076.94,Card,C028013,Online,EMP01387,37127.27,5663.48,False
INV0004816,ST00234,P00200,2023-08-12,2,539.11,49.7,Card,C000468,In-store,EMP00463,1079.95,51.43,False
INV0004817,ST00714,P00263,2024-08-28,5,255.85,127.19,Cash,C020112,In-store,EMP00217,1359.43,207.37,False
INV0004818,ST00815,P00916,2022-03-22,-2,73.1,13.74,Wallet,C022794,In-store,EMP00160,-139.08,6.62,True
INV0004819,ST00162,P00270,2024-10-06,2,550.83,248.56,UPI,,In-store,EMP02404,895.76,42.66,False
INV0004820,ST00261,P00231,2023-08-13,6,1908.89,742.78,UPI,C037007,In-store,EMP02890,11246.09,535.53,False
INV0004821,ST00434,P00282,2023-03-15,3,595.66,85.3,Wallet,,In-store,EMP00541,1786.76,85.08,False
INV0004822,ST00859,P00159,2023-07-22,2,112.43,0.47,Card,,In-store,EMP02884,235.61,11.22,False
INV0004823,ST00668,P00951,2024-04-13,7,1348.97,385.42,Card,C003673,Online,EMP01872,10687.7,1630.33,False
INV0004824,ST00491,P00999,2023-10-10,4,159.81,69.42,Wallet,,Kiosk,EMP02965,672.39,102.57,False
INV0004825,ST00892,P00221,2023-05-13,5,554.59,307.98,UPI,,In-store,EMP02252,2588.22,123.25,False
INV0004826,ST00497,P00886,2024-08-05,5,1277.5,85.8,UPI,,In-store,EMP02124,6616.79,315.09,False
INV0004827,ST00931,P00298,2022-08-10,2,29.41,4.99,Wallet,,In-store,EMP00627,63.52,9.69,False
INV0004828,ST00810,P00445,2023-09-16,3,731.25,147.19,Cash,,Kiosk,EMP01023,2292.15,245.59,False
INV0004829,ST00181,P01100,2023-12-07,4,915.98,316.77,UPI,C017253,In-store,EMP02685,3514.51,167.36,False
INV0004830,ST00403,P00689,2023-09-09,7,906.9,593.79,UPI,,In-store,EMP01203,6445.05,690.54,False
INV0004831,ST00027,P00891,2023-06-22,5,282.47,73.09,Card,C003099,In-store,EMP02839,1499.97,160.71,False
INV0004832,ST00251,P00474,2024-01-16,7,2430.82,442.69,UPI,C033157,In-store,EMP01277,18561.82,1988.77,False
INV0004833,ST00024,P00684,2024-02-06,6,667.96,256.93,UPI,C007413,In-store,EMP00256,4200.93,450.1,False
INV0004834,ST00111,P00302,2024-11-29,4,154.86,9.05,UPI,C028016,In-store,EMP01710,640.91,30.52,False
INV0004835,ST00005,P00808,2024-07-31,5,1559.95,527.89,Cash,,In-store,EMP02293,7635.45,363.59,False
INV0004836,ST00706,P01086,2024-03-06,6,1332.11,170.53,Card,C010878,In-store,EMP01460,8760.79,938.66,False
INV0004837,ST00431,P00173,2022-01-24,6,181.75,102.27,Wallet,,In-store,EMP00462,1106.82,118.59,False
INV0004838,ST00494,P00601,2022-08-03,4,4824.08,111.4,Card,C009843,In-store,EMP00604,21487.11,2302.19,False
INV0004839,ST00803,P00296,2024-11-29,5,96.71,32.99,Wallet,C009938,In-store,EMP02089,531.66,81.1,False
INV0004840,ST00850,P00702,2023-04-21,2,405.42,74.66,UPI,C005156,In-store,EMP01065,772.99,36.81,False
INV0004841,ST00560,P00502,2022-01-27,3,311.16,74.67,Cash,C005606,In-store,EMP02698,901.75,42.94,False
INV0004842,ST00481,P00450,2022-05-28,1,454.57,8.02,Wallet,C003212,In-store,EMP00552,468.88,22.33,False
INV0004843,ST00683,P00428,2022-02-14,3,190.06,28.99,UPI,,Kiosk,EMP00429,638.6,97.41,False
INV0004844,ST00436,P00551,2022-02-06,1,3979.96,850.65,Card,C006791,In-store,EMP02420,3285.78,156.47,False
INV0004845,ST00465,P00227,2024-09-25,4,461.38,6.48,Card,,In-store,EMP01020,2170.07,331.03,False
INV0004846,ST00314,P00317,2024-06-16,7,89.17,154.99,UPI,C024640,Online,EMP01233,492.66,23.46,False
INV0004847,ST00200,P00078,2022-03-31,4,182.12,29.92,Card,C007489,In-store,EMP00503,733.49,34.93,False
INV0004848,ST00210,P00473,2023-01-25,3,400.04,31.34,UPI,,Online,EMP02348,1227.22,58.44,False
INV0004849,ST00689,P00674,2024-10-24,2,149.66,19.87,Card,C002345,In-store,EMP01290,329.75,50.3,False
INV0004850,ST00872,P00691,2022-10-20,6,4342.55,2171.16,UPI,,In-store,EMP02188,25078.35,1194.21,False
INV0004851,ST00445,P00232,2024-05-23,2,256.65,17.68,Card,,In-store,EMP01693,520.4,24.78,False
INV0004852,ST00100,P00894,2023-06-16,5,732.73,42.47,UPI,,In-store,EMP01249,3802.24,181.06,False
INV0004853,ST00641,P00458,2023-09-23,1,1169.31,112.16,UPI,C004257,In-store,EMP01975,1247.44,190.29,False
INV0004854,ST00948,P00883,2022-08-13,6,98.68,68.29,Cash,C006349,Kiosk,EMP02345,549.98,26.19,False
INV0004855,ST00554,P00903,2022-11-13,1,1858.85,461.21,UPI,C015339,In-store,EMP02485,1565.36,167.72,False
INV0004856,ST00029,P00013,2022-02-21,6,232.26,97.77,UPI,C031979,In-store,EMP00888,1529.03,233.24,False
INV0004857,ST00087,P00052,2022-04-21,6,321.03,88.33,UPI,C024957,Online,EMP01564,2058.39,220.54,False
INV0004858,ST00549,P00589,2024-01-04,2,1716.35,147.11,Cash,,Online,EMP01419,3877.0,591.41,False
INV0004859,ST00905,P00923,2024-12-10,2,11.97,1.34,UPI,C029864,In-store,EMP01700,26.67,4.07,False
INV0004860,ST00062,P00411,2022-08-29,6,3757.09,2367.43,UPI,,In-store,EMP02785,22596.12,2421.01,False
INV0004861,ST00792,P00672,2024-05-03,3,454.73,82.26,Wallet,C013518,In-store,EMP02567,1346.03,64.1,False
INV0004862,ST00819,P00668,2022-01-30,4,3986.86,1270.68,Wallet,C002828,Online,EMP01754,17318.58,2641.82,False
INV0004863,ST00055,P00839,2023-04-17,5,2629.84,469.5,UPI,C034059,In-store,EMP02194,13313.69,633.99,False
INV0004864,ST00223,P00970,2024-03-19,3,440.21,44.85,Wallet,,In-store,EMP00075,1505.42,229.64,False
INV0004865,ST00005,P00626,2023-01-12,6,1230.91,811.23,UPI,C010309,Online,EMP01001,7363.14,788.91,False
INV0004866,ST00595,P00853,2024-11-04,-3,667.27,47.99,Cash,C027536,In-store,EMP02981,-2188.28,234.46,True
INV0004867,ST00184,P00663,2022-03-19,6,475.59,199.59,UPI,C004448,In-store,EMP00041,2972.42,318.47,False
INV0004868,ST00963,P00364,2022-05-08,6,4313.6,4903.58,Card,C006852,In-store,EMP00928,23495.38,2517.36,False
INV0004869,ST00096,P00628,2023-06-24,4,143.17,41.31,Cash,,In-store,EMP01205,595.13,63.76,False
INV0004870,ST00682,P00814,2023-05-25,4,812.4,25.73,UPI,C016955,In-store,EMP00030,3804.17,580.3,False
INV0004871,ST00827,P00985,2022-02-11,4,684.1,182.91,UPI,,In-store,EMP02324,2681.16,127.67,False
INV0004872,ST00188,P00112,2022-08-17,-7,284.82,121.43,UPI,,Online,EMP01388,-2096.99,224.68,True
INV0004873,ST00266,P00369,2024-02-07,3,468.73,65.47,UPI,C037813,In-store,EMP01043,1407.76,67.04,False
INV0004874,ST00837,P00141,2022-02-16,7,3744.66,3134.19,UPI,C028843,In-store,EMP00181,24232.35,1153.92,False
INV0004875,ST00098,P00189,2023-05-30,2,1726.34,181.13,Wallet,C013204,In-store,EMP00339,3664.14,392.59,False
INV0004876,ST00464,P00249,2023-03-07,6,1073.14,519.87,Cash,C022174,In-store,EMP01573,6214.92,295.95,False
INV0004877,ST00263,P00993,2022-02-13,-1,138.9,21.95,Card,C000502,In-store,EMP02069,-122.8,5.85,True
INV0004878,ST00014,P00440,2024-05-28,3,1577.46,319.19,Card,C001800,In-store,EMP00932,4633.85,220.66,False
INV0004879,ST00475,P01012,2022-05-23,4,439.32,196.69,Wallet,C030410,In-store,EMP00394,1841.5,280.91,False
INV0004880,ST00512,P00562,2022-12-06,6,850.15,459.93,UPI,C021420,In-store,EMP00646,4873.02,232.05,False
INV0004881,ST00365,P00021,2022-11-06,3,1674.52,212.36,UPI,C003204,Online,EMP00724,5051.76,240.56,False
INV0004882,ST00854,P00438,2022-04-15,3,518.32,176.3,Cash,C021169,In-store,EMP01255,1544.1,165.44,False
INV0004883,ST00101,P00800,2024-01-07,1,313.78,13.05,Cash,C020211,In-store,EMP00214,315.77,15.04,False
INV0004884,ST00452,P00691,2023-10-23,6,4304.48,710.49,Wallet,C006430,In-store,EMP00744,26372.21,1255.82,False
INV0004885,ST00190,P00406,2022-09-18,6,3448.37,889.79,Wallet,,In-store,EMP00873,20790.45,990.02,False
INV0004886,ST00797,P00137,2024-07-10,3,715.49,20.34,Card,,In-store,EMP00873,2232.44,106.31,False
INV0004887,ST00585,P00834,2022-04-07,6,1602.26,45.08,Cash,,In-store,EMP02022,10716.7,1148.22,False
INV0004888,ST00741,P00574,2023-01-14,3,670.22,0.8,Wallet,C006576,Kiosk,EMP02569,2251.04,241.18,False
INV0004889,ST00113,P00871,2022-03-13,4,22.51,3.74,UPI,C016592,In-store,EMP01801,96.66,10.36,False
INV0004890,ST00480,P00300,2023-05-07,1,4341.31,180.38,Wallet,C024568,In-store,EMP00186,4368.98,208.05,False
INV0004891,ST00054,P00173,2022-06-28,2,186.49,0.75,UPI,C039201,In-store,EMP02458,390.84,18.61,False
INV0004892,ST00340,P00402,2022-07-05,5,308.95,72.98,UPI,,In-store,EMP02035,1545.36,73.59,False
INV0004893,ST00993,P00264,2024-12-16,6,2391.97,388.2,UPI,C030469,In-store,EMP01483,14661.8,698.18,False
INV0004894,ST00763,P00560,2024-12-22,3,925.16,308.67,UPI,C027193,In-store,EMP01024,2762.83,296.02,False
INV0004895,ST00083,P00552,2022-03-08,4,117.65,37.72,Cash,C014869,In-store,EMP01430,484.83,51.95,False
INV0004896,ST00388,P00146,2024-11-24,3,460.09,245.52,UPI,,In-store,EMP02692,1339.01,204.26,False
INV0004897,ST00915,P00515,2023-01-07,7,724.6,151.27,UPI,,Online,EMP02817,5806.7,885.77,False
INV0004898,ST00179,P00428,2024-05-28,3,197.04,2.05,Cash,,In-store,EMP02265,618.52,29.45,False
INV0004899,ST00795,P00572,2022-04-22,3,3464.54,694.37,UPI,,Online,EMP00868,10184.21,484.96,False
INV0004900,ST00337,P00837,2022-03-21,3,133.21,39.54,Wallet,C038159,Online,EMP01879,403.3,43.21,False
INV0004901,ST00501,P00502,2023-08-06,2,308.98,63.18,Card,,In-store,EMP02667,621.35,66.57,False
INV0004902,ST00921,P00306,2022-11-26,6,1677.64,339.93,Wallet,C006106,In-store,EMP00301,11476.57,1750.66,False
INV0004903,ST00707,P00994,2023-01-17,5,408.4,148.28,UPI,C006456,In-store,EMP01725,1988.41,94.69,False
INV0004904,ST00298,P00842,2022-08-04,6,2945.74,2047.9,Wallet,C013322,Online,EMP01731,17501.72,1875.18,False
INV0004905,ST00010,P01058,2023-01-16,7,2936.02,2063.75,UPI,C028760,In-store,EMP01945,21816.3,3327.91,False
INV0004906,ST00247,P00254,2022-05-09,2,948.42,164.86,UPI,C018370,Kiosk,EMP01470,1939.82,207.84,False
INV0004907,ST00439,P00677,2023-01-26,7,33.09,23.55,UPI,C020406,Kiosk,EMP01282,245.53,37.45,False
INV0004908,ST00141,P00830,2023-04-07,7,1473.3,197.97,Wallet,C032888,In-store,EMP01122,10620.89,505.76,False
INV0004909,ST00927,P00983,2022-06-25,-1,2918.5,165.5,Card,C033091,In-store,EMP01088,-3083.36,330.36,True
INV0004910,ST00058,P00214,2023-04-03,7,306.73,249.95,Cash,C033264,In-store,EMP02605,2124.82,227.66,False
INV0004911,ST00568,P00278,2024-02-19,3,322.35,6.91,Card,,In-store,EMP00633,1008.15,48.01,False
INV0004912,ST01026,P01047,2024-11-17,7,271.53,457.89,Card,,Online,EMP02976,1615.96,173.14,False
INV0004913,ST00352,P00623,2022-07-05,-5,1436.05,737.99,Cash,C032698,In-store,EMP00676,-7215.33,773.07,True
INV0004914,ST00564,P00170,2024-03-07,3,424.97,91.45,Card,C034300,In-store,EMP02411,1242.63,59.17,False
INV0004915,ST00078,P00213,2023-11-15,4,1352.55,252.92,Cash,C016558,In-store,EMP02751,5776.15,618.87,False
INV0004916,ST00767,P01100,2022-03-28,4,917.07,387.31,UPI,C030001,In-store,EMP01713,3674.69,393.72,False
INV0004917,ST01027,P00989,2022-07-14,3,176.69,44.27,Card,C004339,In-store,EMP01154,573.24,87.44,False
INV0004918,ST00812,P00252,2022-02-26,6,1056.79,309.42,UPI,C031122,In-store,EMP02422,7116.96,1085.64,False
INV0004919,ST00157,P00608,2022-10-20,7,835.02,39.54,UPI,C003892,Online,EMP01386,6502.27,696.67,False
INV0004920,ST00370,P00782,2024-11-07,6,1343.05,685.94,Card,,In-store,EMP02375,8257.04,884.68,False
INV0004921,ST00760,P00491,2023-02-12,6,171.04,137.53,UPI,C002870,In-store,EMP01399,995.36,106.65,False
INV0004922,ST00839,P00336,2024-05-30,1,962.43,36.73,Card,C024751,In-store,EMP01349,1036.78,111.08,False
INV0004923,ST00424,P00771,2023-10-04,2,546.9,119.46,Wallet,,In-store,EMP02107,1023.06,48.72,False
INV0004924,ST01010,P00091,2022-02-13,3,4094.13,2485.63,Card,,In-store,EMP01447,10972.37,1175.61,False
INV0004925,ST00214,P00229,2022-06-18,5,125.07,73.21,Wallet,,In-store,EMP01755,618.4,66.26,False
INV0004926,ST00779,P00028,2024-07-29,7,350.5,288.51,UPI,C004849,Online,EMP00012,2273.24,108.25,False
INV0004927,ST00522,P00980,2023-08-06,2,317.42,110.62,Card,,In-store,EMP01480,587.13,62.91,False
INV0004928,ST00748,P00163,2023-06-23,7,192.15,18.28,UPI,,Online,EMP02889,1485.98,159.21,False
INV0004929,ST00626,P00957,2023-03-28,6,251.4,158.07,UPI,C029479,In-store,EMP01718,1512.37,162.04,False
INV0004930,ST00454,P00449,2024-03-26,2,234.6,24.98,UPI,,Online,EMP02659,497.53,53.31,False
INV0004931,ST00857,P00116,2022-08-11,7,488.35,387.33,UPI,C034724,In-store,EMP00325,3394.85,363.73,False
INV0004932,ST00884,P00639,2023-10-02,1,682.58,68.67,UPI,C009875,Online,EMP01908,644.61,30.7,False
INV0004933,ST00859,P00350,2023-08-20,2,4852.51,558.37,Wallet,,In-store,EMP00121,9603.98,457.33,False
INV0004934,ST00094,P00527,2024-01-19,3,592.72,202.09,Card,,Online,EMP00273,1654.87,78.8,False
INV0004935,ST00445,P01077,2024-12-24,6,44.38,22.9,Cash,C013074,In-store,EMP02112,287.19,43.81,False
INV0004936,ST00788,P00694,2022-12-24,2,281.76,66.55,Cash,C037265,In-store,EMP02942,521.82,24.85,False
INV0004937,ST00911,P00020,2024-10-17,2,891.29,99.58,Wallet,C007567,In-store,EMP01929,1884.96,201.96,False
INV0004938,ST00381,P00106,2023-07-24,4,426.22,55.61,UPI,C003858,In-store,EMP01589,1731.73,82.46,False
INV0004939,ST00778,P00849,2022-09-01,2,66.35,11.43,UPI,C010861,In-store,EMP01860,135.82,14.55,False
INV0004940,ST00595,P00745,2022-08-05,5,284.31,126.73,UPI,C021530,In-store,EMP00254,1359.56,64.74,False
INV0004941,ST00232,P00538,2024-06-05,2,815.03,50.76,Wallet,,In-store,EMP00190,1768.82,189.52,False
INV0004942,ST00938,P00864,2023-03-11,-1,534.28,56.46,Wallet,C006269,Online,EMP00730,-535.16,57.34,True
INV0004943,ST00468,P00247,2023-11-04,4,213.64,51.08,Cash,,In-store,EMP00842,843.65,40.17,False
INV0004944,ST00636,P00254,2022-04-13,6,953.84,657.39,UPI,C013765,In-store,EMP00272,5318.93,253.28,False
INV0004945,ST00303,P00448,2024-05-29,6,917.66,99.36,UPI,,In-store,EMP02804,6055.39,648.79,False
INV0004946,ST00027,P00872,2023-12-27,5,2015.67,1198.35,UPI,,Online,EMP02299,9324.0,444.0,False
INV0004947,ST00476,P01081,2022-08-01,3,13.19,3.73,UPI,,In-store,EMP01186,40.14,4.3,False
INV0004948,ST00759,P00276,2022-03-07,6,162.17,102.27,Cash,,In-store,EMP01036,975.24,104.49,False
INV0004949,ST00344,P00680,2023-08-06,7,1714.91,2670.95,UPI,C024106,In-store,EMP00807,9800.09,466.67,False
INV0004950,ST00976,P00489,2022-11-21,3,2020.03,13.21,Card,C011224,In-store,EMP01164,6772.51,725.63,False
INV0004951,ST00788,P00969,2023-09-30,1,432.5,48.54,UPI,C024587,Kiosk,EMP01784,403.16,19.2,False
INV0004952,ST00675,P00887,2022-04-22,5,32.65,2.31,Cash,C002968,In-store,EMP02264,189.91,28.97,False
INV0004953,ST00847,P00190,2024-03-07,4,487.24,3.22,UPI,C030894,In-store,EMP01370,2043.03,97.29,False
INV0004954,ST00905,P00756,2023-12-31,-3,1430.97,793.08,UPI,C006416,Online,EMP02461,-3674.82,174.99,True
INV0004955,ST00758,P00019,2024-11-18,3,1610.66,346.39,Cash,C007879,In-store,EMP01530,5023.86,538.27,False
INV0004956,ST00867,P00555,2023-05-29,5,1399.15,372.14,Cash,C025805,In-store,EMP02892,7815.86,1192.25,False
INV0004957,ST00749,P00294,2023-05-20,-3,1012.99,145.9,Card,,In-store,EMP02808,-3240.24,347.17,True
INV0004958,ST00905,P00407,2023-02-04,2,180.89,8.1,UPI,,In-store,EMP01742,417.34,63.66,False
INV0004959,ST00109,P00364,2023-11-07,4,4383.36,890.49,Cash,C037704,Online,EMP01794,19638.68,2995.73,False
INV0004960,ST00362,P00621,2023-06-04,7,4302.54,2972.03,UPI,,In-store,EMP01048,32031.98,4886.23,False
INV0004961,ST00933,P00934,2024-06-01,7,3976.03,2490.54,Wallet,C014586,In-store,EMP01067,28382.67,3041.0,False
INV0004962,ST00498,P00572,2022-06-26,2,3339.55,851.23,UPI,,In-store,EMP01197,6527.21,699.34,False
INV0004963,ST00016,P00953,2022-05-30,3,804.65,189.37,UPI,C010953,Online,EMP02015,2625.0,400.42,False
INV0004964,ST00891,P01069,2024-09-03,4,380.9,171.73,UPI,C018085,In-store,EMP02829,1419.46,67.59,False
